Customer ID,Customer Name,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Colour,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code,Previous Purchase Count,Payment Method,Frequency of Purchases
CUST00160,Lakshmi Iyer,46,Male,Sweaters,Clothing,77.35,Hyderabad,M,Maroon,Autumn,2.8,Yes,Free Shipping,Yes,WELCOME10,28,Wallet,Rarely
CUST00161,Pooja Verma,44,Male,Sweaters,Clothing,16.69,Coimbatore,XXL,White,Summer,4.7,No,Store Pickup,Yes,SAVE20,21,Cash on Delivery,Quarterly
CUST00162,Ramesh Rao,45,Male,Foundation,Makeup,30.62,Nagpur,Free Size,Red,Summer,2.8,No,Standard,No,No Promo,13,UPI,Rarely
CUST00163,Arun Nair,67,Female,Foundation,Makeup,19.63,Pune,Free Size,White,Autumn,3.7,No,Next-Day,No,No Promo,39,Net Banking,Annually
CUST00164,Kavya Bose,23,Male,Foundation,Makeup,37.55,Lucknow,Free Size,Green,Autumn,1.5,No,Express,Yes,SAVE20,32,Net Banking,Quarterly
CUST00165,Suresh Joshi,54,Male,Foundation,Makeup,24.47,Bhopal,Free Size,Yellow,Winter,2.2,Yes,Free Shipping,No,No Promo,22,Credit Card,Quarterly
CUST00166,Suresh Murthy,24,Male,Scarf,Accessories,100.74,Nagpur,Free Size,Navy Blue,Winter,3.0,Yes,Standard,No,No Promo,14,UPI,Weekly
CUST00167,Sneha Rao,33,Male,Sunglasses,Accessories,88.32,Kochi,Free Size,White,Autumn,4.1,No,Next-Day,No,No Promo,48,Credit Card,Rarely
CUST00168,Divya Nair,44,Female,Compact Powder,Makeup,16.91,Mumbai,Free Size,Beige,Autumn,4.4,Yes,Standard,No,No Promo,15,Debit Card,Rarely
CUST00169,Geeta Joshi,53,Female,Lipstick,Makeup,29.65,Pune,Free Size,Blue,Autumn,3.1,No,Express,Yes,SEASON25,18,UPI,Annually
CUST00170,Sanjay Nair,33,Female,Sarees,Clothing,87.21,Nagpur,XS,Beige,Summer,3.8,Yes,Express,No,No Promo,15,Wallet,Quarterly
CUST00171,Riya Joshi,47,Male,Sneakers,Footwear,56.3,Delhi,8,Multicolor,Autumn,3.8,No,Free Shipping,No,No Promo,20,Cash on Delivery,Weekly
CUST00172,Sai Mehta,65,Female,Slippers,Footwear,95.31,Bhopal,8,Pink,Winter,4.3,No,Next-Day,No,No Promo,21,Cash on Delivery,Annually
CUST00173,Vikram Das,24,Female,Jeans,Clothing,18.45,Indore,XS,White,Summer,2.8,Yes,Free Shipping,Yes,SEASON25,8,Wallet,Monthly
CUST00174,Riya Iyer,26,Female,Sandals,Footwear,36.54,Madurai,10,Yellow,Spring,2.6,No,Express,No,No Promo,5,Wallet,Weekly
CUST00175,Arjun Reddy,16,Male,Lip Gloss,Makeup,25.78,Indore,Free Size,Red,Autumn,4.3,No,Free Shipping,No,No Promo,30,Credit Card,Fortnightly
CUST00176,Reyansh Nair,40,Male,Perfume,Cosmetics,24.58,Lucknow,Free Size,Orange,Summer,3.6,No,Standard,No,No Promo,0,Cash on Delivery,Rarely
CUST00177,Aadhya Reddy,26,Female,Formal Shoes,Footwear,72.38,Indore,6,Black,Spring,1.6,Yes,Free Shipping,Yes,NEWUSER,20,Debit Card,Fortnightly
CUST00178,Myra Murthy,33,Female,Sunscreen,Cosmetics,47.62,Chennai,Free Size,Pink,Summer,4.0,Yes,Standard,No,No Promo,50,Debit Card,Quarterly
CUST00179,Vikram Bose,40,Male,Trousers,Clothing,54.62,Chennai,M,Grey,Summer,2.5,No,Free Shipping,Yes,SEASON25,11,Net Banking,Weekly
CUST00180,Aarav Singh,17,Female,Mascara,Makeup,6.59,Mumbai,Free Size,Multicolor,Autumn,3.5,No,Free Shipping,No,No Promo,25,Credit Card,Rarely
CUST00181,Ishaan Singh,50,Female,Skirts,Clothing,38.24,Visakhapatnam,S,Green,Autumn,2.6,No,Standard,Yes,NEWUSER,46,Debit Card,Weekly
CUST00182,Divya Nair,31,Male,Sunglasses,Accessories,94.95,Mumbai,Free Size,Yellow,Spring,1.1,Yes,Standard,Yes,FEST15,33,Cash on Delivery,Rarely
CUST00183,Krishna Singh,32,Male,Sweaters,Clothing,72.86,Chennai,M,Navy Blue,Autumn,3.1,Yes,Store Pickup,No,No Promo,31,Net Banking,Annually
CUST00184,Arun Rao,39,Male,Sandals,Footwear,27.42,Bengaluru,9,White,Summer,4.0,Yes,Standard,Yes,NEWUSER,23,Net Banking,Fortnightly
CUST00185,Aditya Murthy,27,Female,Formal Shoes,Footwear,34.0,Ahmedabad,8,Grey,Autumn,4.3,No,Standard,No,No Promo,3,Debit Card,Fortnightly
CUST00186,Aditya Pillai,67,Female,Trousers,Clothing,80.77,Lucknow,M,Grey,Spring,3.2,Yes,Express,Yes,No Promo,19,Wallet,Annually
CUST00187,Ravi Chopra,31,Female,Eyeliner,Makeup,34.3,Bhopal,Free Size,Green,Spring,4.7,Yes,Store Pickup,Yes,No Promo,44,Credit Card,Monthly
CUST00188,Suresh Patel,16,Female,Jackets,Clothing,30.39,Ahmedabad,L,Silver,Spring,4.9,Yes,Next-Day,Yes,SAVE20,33,Net Banking,Rarely
CUST00189,Sai Naidu,39,Female,Jackets,Clothing,52.91,Surat,XS,Blue,Winter,3.6,Yes,Next-Day,Yes,FEST15,25,Wallet,Rarely
CUST00190,Riya Kumar,36,Male,Trousers,Clothing,85.77,Hyderabad,XL,White,Summer,1.4,No,Next-Day,No,No Promo,34,UPI,Fortnightly
CUST00191,Priya Nair,44,Male,Skirts,Clothing,26.82,Lucknow,XXL,Blue,Summer,4.3,No,Standard,No,No Promo,22,Net Banking,Annually
CUST00192,Priya Rao,19,Female,Tops,Clothing,86.41,Indore,XL,Purple,Spring,2.8,No,Express,Yes,WELCOME10,49,Debit Card,Fortnightly
CUST00193,Karthik Iyer,28,Female,Face Cream,Cosmetics,55.38,Delhi,Free Size,Black,Summer,4.6,No,Express,Yes,No Promo,21,Credit Card,Weekly
CUST00194,Arun Joshi,45,Male,Heels,Footwear,60.62,Surat,10,Navy Blue,Summer,2.4,No,Next-Day,Yes,SAVE20,2,Cash on Delivery,Annually
CUST00195,Sneha Chopra,55,Male,Formal Shoes,Footwear,98.51,Kochi,5,Black,Autumn,2.5,No,Store Pickup,Yes,No Promo,34,Credit Card,Quarterly
CUST00196,Rohit Murthy,66,Female,Belt,Accessories,56.85,Patna,Free Size,Orange,Autumn,1.7,No,Express,Yes,No Promo,49,UPI,Weekly
CUST00197,Deepak Menon,67,Other,Lip Gloss,Makeup,43.96,Bengaluru,Free Size,Purple,Autumn,3.1,No,Standard,No,No Promo,14,Cash on Delivery,Quarterly
CUST00198,Diya Rao,38,Female,Compact Powder,Makeup,28.7,Madurai,Free Size,Brown,Summer,3.3,Yes,Free Shipping,No,No Promo,11,Net Banking,Weekly
CUST00199,Sunita Kumar,21,Male,Tops,Clothing,54.48,Chennai,M,Pink,Summer,2.4,Yes,Next-Day,Yes,SAVE20,37,Wallet,Fortnightly
CUST00200,Deepak Menon,65,Male,Trousers,Clothing,43.02,Surat,XL,White,Autumn,2.2,Yes,Express,No,No Promo,27,Wallet,Quarterly
CUST00201,Swati Bose,57,Male,Slippers,Footwear,33.88,Patna,6,Orange,Autumn,3.9,Yes,Express,No,No Promo,44,Cash on Delivery,Quarterly
CUST00202,Arun Verma,70,Other,Foundation,Makeup,29.1,Chandigarh,Free Size,White,Winter,1.6,No,Express,Yes,FEST15,10,Wallet,Weekly
CUST00203,Anjali Mehta,68,Female,Dresses,Clothing,34.89,Ahmedabad,XXL,Black,Autumn,2.0,Yes,Standard,Yes,NEWUSER,46,Net Banking,Fortnightly
CUST00204,Suresh Menon,42,Female,Sneakers,Footwear,21.94,Kochi,9,Purple,Summer,2.8,No,Standard,Yes,FEST15,16,Credit Card,Weekly
CUST00205,Suresh Rao,37,Male,Trousers,Clothing,56.03,Delhi,M,Silver,Spring,2.7,No,Store Pickup,No,No Promo,10,Credit Card,Weekly
CUST00206,Saanvi Joshi,37,Male,Face Cream,Cosmetics,40.99,Lucknow,Free Size,White,Spring,2.6,No,Free Shipping,Yes,FEST15,0,Net Banking,Weekly
CUST00207,Sunita Chopra,34,Female,Eyeliner,Makeup,8.88,Pune,Free Size,Maroon,Spring,2.9,Yes,Free Shipping,No,No Promo,42,UPI,Weekly
CUST00208,Diya Menon,57,Female,Sneakers,Footwear,48.2,Indore,5,Beige,Winter,2.9,Yes,Next-Day,No,No Promo,9,Wallet,Rarely
CUST00209,Rahul Murthy,22,Male,Formal Shoes,Footwear,107.13,Patna,6,Blue,Winter,4.3,No,Store Pickup,No,No Promo,30,Cash on Delivery,Fortnightly
CUST00210,Ramesh Verma,46,Male,Scarf,Accessories,89.11,Visakhapatnam,Free Size,White,Winter,1.7,No,Express,No,No Promo,8,Credit Card,Quarterly
CUST00211,Divya Gupta,21,Other,Kurtis,Clothing,77.56,Jaipur,M,Black,Spring,2.6,No,Next-Day,No,No Promo,33,Net Banking,Weekly
CUST00212,Ravi Krishnan,66,Female,Formal Shoes,Footwear,23.03,Hyderabad,6,White,Spring,3.3,Yes,Next-Day,No,No Promo,22,Net Banking,Monthly
CUST00213,Arun Bose,40,Female,Watch,Accessories,13.32,Jaipur,Free Size,Green,Winter,1.2,No,Next-Day,No,No Promo,3,Wallet,Quarterly
CUST00214,Vivaan Das,33,Female,Face Wash,Cosmetics,21.41,Kochi,Free Size,Purple,Summer,2.2,No,Next-Day,Yes,NEWUSER,38,Wallet,Weekly
CUST00215,Lakshmi Chopra,28,Female,Earrings,Accessories,131.14,Mumbai,Free Size,Black,Autumn,3.8,No,Store Pickup,No,No Promo,1,Debit Card,Fortnightly
CUST00216,Vihaan Kumar,69,Male,T-Shirts,Clothing,49.23,Madurai,XXL,Pink,Autumn,2.5,No,Free Shipping,No,No Promo,7,Wallet,Weekly
CUST00217,Sunita Mehta,31,Male,Foundation,Makeup,43.42,Kochi,Free Size,Brown,Summer,4.4,Yes,Standard,Yes,NEWUSER,3,Debit Card,Annually
CUST00218,Kiara Kumar,65,Female,Mascara,Makeup,15.76,Nagpur,Free Size,Red,Winter,4.6,No,Store Pickup,No,No Promo,14,UPI,Annually
CUST00219,Riya Joshi,67,Female,Sneakers,Footwear,95.46,Indore,7,Pink,Winter,2.2,No,Store Pickup,Yes,WELCOME10,0,Cash on Delivery,Rarely
CUST00220,Swati Bose,69,Female,Sunscreen,Cosmetics,20.71,Bengaluru,Free Size,Black,Autumn,5.0,No,Next-Day,Yes,SEASON25,41,UPI,Fortnightly
CUST00221,Myra Verma,25,Female,Heels,Footwear,76.73,Hyderabad,10,Red,Winter,5.0,Yes,Free Shipping,No,No Promo,47,Credit Card,Annually
CUST00222,Saanvi Das,61,Other,Lip Gloss,Makeup,32.45,Kochi,Free Size,Multicolor,Autumn,4.4,No,Store Pickup,Yes,WELCOME10,30,Debit Card,Rarely
CUST00223,Swati Rao,32,Female,Body Lotion,Cosmetics,40.65,Ahmedabad,Free Size,Purple,Autumn,2.7,No,Next-Day,Yes,FEST15,29,Credit Card,Quarterly
CUST00224,Ravi Naidu,19,Female,Trousers,Clothing,50.42,Pune,XL,White,Winter,3.1,No,Express,Yes,SAVE20,21,Net Banking,Annually
CUST00225,Diya Iyer,45,Male,Belt,Accessories,55.23,Kolkata,Free Size,Blue,Spring,2.8,Yes,Express,No,No Promo,10,Net Banking,Weekly
CUST00226,Divya Pillai,24,Female,Flip Flops,Footwear,106.6,Surat,5,Blue,Summer,3.9,No,Next-Day,No,No Promo,33,Debit Card,Weekly
CUST00227,Myra Kumar,59,Male,Slippers,Footwear,42.59,Bengaluru,8,Multicolor,Autumn,1.7,No,Next-Day,No,No Promo,29,Wallet,Annually
CUST00228,Divya Reddy,54,Female,Body Lotion,Cosmetics,59.78,Kochi,Free Size,Pink,Summer,4.8,No,Free Shipping,Yes,SAVE20,46,Debit Card,Fortnightly
CUST00229,Sanjay Rao,62,Male,Sweaters,Clothing,42.49,Mumbai,L,Beige,Spring,3.4,Yes,Standard,No,No Promo,1,Credit Card,Rarely
CUST00230,Suresh Nair,23,Male,Face Cream,Cosmetics,30.57,Hyderabad,Free Size,Red,Autumn,2.7,Yes,Store Pickup,Yes,FLAT50,44,Debit Card,Quarterly
CUST00231,Sanjay Bose,69,Female,Sweaters,Clothing,36.2,Bengaluru,L,Pink,Summer,4.1,No,Express,Yes,NEWUSER,18,Debit Card,Weekly
CUST00232,Aadhya Chopra,51,Female,Body Lotion,Cosmetics,17.13,Chennai,Free Size,White,Winter,1.6,Yes,Store Pickup,Yes,SEASON25,6,UPI,Rarely
CUST00233,Sneha Singh,30,Female,Sunglasses,Accessories,15.11,Kolkata,Free Size,Maroon,Autumn,4.2,No,Standard,Yes,No Promo,2,Credit Card,Fortnightly
CUST00234,Anjali Menon,58,Female,Handbag,Accessories,143.62,Jaipur,Free Size,Brown,Autumn,1.7,No,Free Shipping,Yes,NEWUSER,44,Net Banking,Quarterly
CUST00235,Ananya Nair,57,Female,Sarees,Clothing,67.21,Mumbai,S,White,Winter,4.6,No,Store Pickup,No,No Promo,11,Cash on Delivery,Quarterly
CUST00236,Vivaan Reddy,65,Male,Watch,Accessories,138.7,Bengaluru,Free Size,Gold,Spring,1.3,No,Standard,No,No Promo,43,Cash on Delivery,Rarely
CUST00237,Kiara Das,52,Female,Earrings,Accessories,82.28,Chandigarh,Free Size,Navy Blue,Summer,2.9,No,Free Shipping,Yes,No Promo,35,Cash on Delivery,Weekly
CUST00238,Ananya Krishnan,16,Female,Watch,Accessories,128.97,Kolkata,Free Size,Silver,Autumn,2.0,No,Standard,No,No Promo,35,Wallet,Quarterly
CUST00239,Sai Mehta,41,Female,Handbag,Accessories,121.78,Indore,Free Size,Silver,Winter,2.3,No,Standard,Yes,NEWUSER,2,Cash on Delivery,Annually
CUST00240,Sunita Bose,16,Female,Face Wash,Cosmetics,53.85,Bhopal,Free Size,Gold,Autumn,2.5,Yes,Express,No,No Promo,21,Cash on Delivery,Annually
CUST00241,Karthik Mehta,54,Female,Sweaters,Clothing,22.31,Ahmedabad,XS,Grey,Autumn,4.3,No,Next-Day,No,No Promo,23,Wallet,Weekly
CUST00242,Vikram Reddy,18,Female,Formal Shoes,Footwear,22.48,Chandigarh,6,Pink,Spring,4.7,No,Free Shipping,No,No Promo,12,Wallet,Monthly
CUST00243,Aditya Naidu,22,Female,Sweaters,Clothing,72.91,Indore,L,Multicolor,Summer,4.9,Yes,Standard,No,No Promo,27,Cash on Delivery,Quarterly
CUST00244,Diya Naidu,48,Female,Foundation,Makeup,34.22,Hyderabad,Free Size,Orange,Autumn,3.0,No,Store Pickup,No,No Promo,48,Debit Card,Monthly
CUST00245,Sneha Mehta,41,Female,Sarees,Clothing,25.36,Chandigarh,XXL,Multicolor,Autumn,4.4,No,Next-Day,No,No Promo,35,Wallet,Fortnightly
CUST00246,Sneha Menon,28,Male,Sarees,Clothing,88.6,Kolkata,XL,Grey,Spring,4.0,No,Store Pickup,No,No Promo,42,Wallet,Quarterly
CUST00247,Nisha Patel,59,Female,Flip Flops,Footwear,91.21,Visakhapatnam,5,Red,Winter,1.6,No,Express,Yes,No Promo,10,UPI,Rarely
CUST00248,Vihaan Patel,32,Male,Mascara,Makeup,35.14,Mumbai,Free Size,Gold,Spring,3.5,No,Store Pickup,No,No Promo,47,Wallet,Annually
CUST00249,Sneha Verma,40,Male,Sneakers,Footwear,49.98,Coimbatore,9,Blue,Spring,4.0,Yes,Free Shipping,No,No Promo,40,Wallet,Rarely
CUST00250,Ravi Murthy,57,Male,Eyeliner,Makeup,36.05,Pune,Free Size,Gold,Summer,4.9,Yes,Express,No,No Promo,7,Net Banking,Weekly
CUST00251,Priya Reddy,43,Male,Lipstick,Makeup,28.36,Jaipur,Free Size,Grey,Winter,3.8,Yes,Express,No,No Promo,38,Credit Card,Rarely
CUST00252,Pooja Chopra,55,Female,Slippers,Footwear,19.14,Coimbatore,9,Purple,Summer,3.1,No,Express,No,No Promo,34,Net Banking,Weekly
CUST00253,Aadhya Das,38,Male,Body Lotion,Cosmetics,24.2,Pune,Free Size,Red,Spring,3.7,No,Store Pickup,No,No Promo,15,Credit Card,Rarely
CUST00254,Ayaan Pillai,36,Male,Face Cream,Cosmetics,34.25,Lucknow,Free Size,Multicolor,Autumn,3.1,No,Free Shipping,Yes,SEASON25,12,UPI,Annually
CUST00255,Ananya Murthy,21,Female,Dresses,Clothing,62.02,Pune,XXL,Pink,Winter,4.3,Yes,Free Shipping,No,No Promo,4,Wallet,Rarely
CUST00256,Anjali Verma,25,Male,Skirts,Clothing,20.49,Kolkata,M,Black,Summer,4.6,No,Free Shipping,No,No Promo,27,UPI,Weekly
CUST00257,Nisha Sharma,40,Female,Trousers,Clothing,71.7,Patna,XS,Black,Autumn,4.7,Yes,Next-Day,No,No Promo,18,Net Banking,Quarterly
CUST00258,Vivaan Chopra,41,Female,Lipstick,Makeup,26.34,Hyderabad,Free Size,Maroon,Summer,2.2,No,Next-Day,No,No Promo,0,Cash on Delivery,Annually
CUST00259,Aarav Naidu,25,Male,Heels,Footwear,64.64,Delhi,7,Pink,Autumn,1.8,No,Store Pickup,Yes,SAVE20,14,Cash on Delivery,Monthly
CUST00260,Arun Verma,28,Male,Sunglasses,Accessories,99.54,Delhi,Free Size,Black,Autumn,1.4,No,Free Shipping,No,No Promo,22,Debit Card,Rarely
CUST00261,Sneha Bose,57,Male,Trousers,Clothing,82.51,Coimbatore,L,Gold,Autumn,3.5,No,Store Pickup,Yes,FLAT50,23,UPI,Quarterly
CUST00262,Myra Kumar,26,Male,Flip Flops,Footwear,39.11,Madurai,6,Grey,Winter,2.9,No,Next-Day,No,No Promo,6,Debit Card,Rarely
CUST00263,Riya Reddy,54,Male,Eyeliner,Makeup,15.53,Delhi,Free Size,Red,Spring,4.3,No,Store Pickup,Yes,WELCOME10,35,UPI,Annually
CUST00264,Ishaan Menon,50,Female,Heels,Footwear,33.88,Patna,10,Maroon,Summer,2.9,No,Free Shipping,Yes,WELCOME10,42,Debit Card,Annually
CUST00265,Sanjay Reddy,59,Male,Handbag,Accessories,30.61,Patna,Free Size,Silver,Autumn,1.2,No,Express,Yes,FEST15,14,Credit Card,Rarely
CUST00266,Karthik Pillai,29,Female,Watch,Accessories,138.34,Mumbai,Free Size,Grey,Spring,3.8,No,Next-Day,No,No Promo,16,Cash on Delivery,Annually
CUST00267,Suresh Menon,52,Male,Trousers,Clothing,53.75,Surat,S,Multicolor,Winter,2.4,No,Free Shipping,No,No Promo,38,Credit Card,Annually
CUST00268,Kiara Iyer,24,Male,Scarf,Accessories,99.37,Pune,Free Size,Yellow,Summer,2.4,No,Standard,No,No Promo,26,UPI,Rarely
CUST00269,Rohit Chopra,23,Female,Mascara,Makeup,28.63,Nagpur,Free Size,Purple,Spring,1.5,No,Express,No,No Promo,2,Cash on Delivery,Fortnightly
CUST00270,Diya Krishnan,19,Male,Heels,Footwear,70.74,Patna,10,Red,Autumn,4.8,Yes,Store Pickup,No,No Promo,30,Debit Card,Fortnightly
CUST00271,Ishaan Naidu,69,Male,Foundation,Makeup,29.93,Visakhapatnam,Free Size,Yellow,Autumn,4.7,No,Standard,Yes,NEWUSER,8,Credit Card,Weekly
CUST00272,Sanjay Joshi,28,Female,Kurtis,Clothing,60.41,Kolkata,L,Blue,Spring,1.4,No,Store Pickup,No,No Promo,0,Wallet,Rarely
CUST00273,Karthik Verma,43,Female,Earrings,Accessories,68.91,Kochi,Free Size,Brown,Spring,2.7,Yes,Express,No,No Promo,5,UPI,Annually
CUST00274,Saanvi Sharma,50,Male,Dresses,Clothing,58.35,Bengaluru,XL,Red,Winter,3.6,No,Next-Day,No,No Promo,6,Debit Card,Quarterly
CUST00275,Priya Murthy,57,Female,Flip Flops,Footwear,67.34,Chandigarh,7,Orange,Summer,2.7,No,Free Shipping,Yes,FLAT50,35,Net Banking,Monthly
CUST00276,Ramesh Reddy,35,Female,Sweaters,Clothing,71.09,Indore,XXL,Yellow,Spring,1.9,No,Next-Day,No,No Promo,39,Wallet,Rarely
CUST00277,Suresh Sharma,61,Male,Skirts,Clothing,76.74,Kochi,XL,Navy Blue,Spring,1.3,Yes,Standard,No,No Promo,46,Net Banking,Quarterly
CUST00278,Sneha Bose,55,Female,Jeans,Clothing,85.93,Kolkata,XXL,Silver,Winter,1.0,No,Store Pickup,Yes,WELCOME10,50,Cash on Delivery,Annually
CUST00279,Geeta Rao,49,Female,T-Shirts,Clothing,41.98,Chennai,S,Black,Autumn,4.1,No,Free Shipping,No,No Promo,12,Cash on Delivery,Weekly
CUST00280,Sai Murthy,63,Female,Sunscreen,Cosmetics,44.66,Bhopal,Free Size,Brown,Autumn,1.9,No,Free Shipping,No,No Promo,36,Credit Card,Monthly
CUST00281,Reyansh Murthy,27,Male,Trousers,Clothing,52.74,Coimbatore,XS,Multicolor,Autumn,4.5,No,Store Pickup,Yes,NEWUSER,24,Cash on Delivery,Quarterly
CUST00282,Anjali Mehta,65,Male,Sunglasses,Accessories,135.31,Chennai,Free Size,White,Autumn,1.3,No,Express,No,No Promo,14,UPI,Quarterly
CUST00283,Aarav Singh,38,Female,Compact Powder,Makeup,16.49,Surat,Free Size,Black,Summer,2.9,No,Store Pickup,Yes,SEASON25,43,Debit Card,Quarterly
CUST00284,Myra Singh,63,Male,Mascara,Makeup,14.17,Ahmedabad,Free Size,Green,Spring,1.5,Yes,Free Shipping,No,No Promo,48,Cash on Delivery,Weekly
CUST00285,Geeta Das,70,Female,Belt,Accessories,135.53,Patna,Free Size,Silver,Summer,4.9,No,Next-Day,Yes,No Promo,36,Debit Card,Weekly
CUST00286,Rohit Murthy,49,Female,T-Shirts,Clothing,52.69,Surat,XXL,Yellow,Winter,4.9,No,Free Shipping,Yes,WELCOME10,0,Wallet,Fortnightly
CUST00287,Neha Menon,40,Female,Face Cream,Cosmetics,14.48,Jaipur,Free Size,Beige,Winter,4.8,No,Express,No,No Promo,13,Net Banking,Rarely
CUST00288,Ramesh Singh,64,Male,Handbag,Accessories,33.54,Hyderabad,Free Size,White,Autumn,4.2,No,Free Shipping,Yes,No Promo,47,Debit Card,Quarterly
CUST00289,Lakshmi Chopra,67,Male,Sarees,Clothing,89.67,Visakhapatnam,XL,Grey,Winter,2.2,No,Store Pickup,Yes,WELCOME10,44,Debit Card,Weekly
CUST00290,Rohit Nair,29,Female,Handbag,Accessories,113.73,Jaipur,Free Size,Brown,Autumn,2.4,No,Next-Day,No,No Promo,38,Debit Card,Annually
CUST00291,Nisha Rao,52,Female,Sunscreen,Cosmetics,23.89,Visakhapatnam,Free Size,Gold,Spring,2.5,Yes,Express,No,No Promo,40,UPI,Quarterly
CUST00292,Ramesh Iyer,56,Female,Skirts,Clothing,27.15,Ahmedabad,M,Grey,Autumn,3.8,No,Free Shipping,Yes,NEWUSER,49,UPI,Rarely
CUST00293,Meera Joshi,53,Female,Lipstick,Makeup,12.36,Chennai,Free Size,Purple,Autumn,4.8,No,Standard,Yes,NEWUSER,6,Credit Card,Weekly
CUST00294,Vivaan Pillai,46,Female,Earrings,Accessories,116.63,Delhi,Free Size,Beige,Summer,1.3,No,Free Shipping,Yes,SAVE20,47,UPI,Quarterly
CUST00295,Deepak Rao,56,Male,Tops,Clothing,17.64,Madurai,M,Silver,Winter,4.9,No,Next-Day,No,No Promo,8,Wallet,Annually
CUST00296,Kavya Naidu,27,Female,Flip Flops,Footwear,63.3,Bhopal,7,Brown,Winter,3.2,No,Free Shipping,Yes,NEWUSER,16,Debit Card,Monthly
CUST00297,Krishna Menon,16,Male,Sunscreen,Cosmetics,30.28,Chennai,Free Size,Silver,Autumn,1.0,No,Next-Day,No,No Promo,50,Credit Card,Annually
CUST00298,Swati Joshi,39,Male,Heels,Footwear,36.49,Surat,8,Purple,Autumn,1.3,No,Store Pickup,No,No Promo,39,Wallet,Rarely
CUST00299,Nisha Singh,33,Male,Formal Shoes,Footwear,30.42,Delhi,6,Green,Autumn,1.4,No,Free Shipping,Yes,FLAT50,31,Debit Card,Monthly
CUST00300,Nisha Sharma,17,Male,Foundation,Makeup,43.89,Lucknow,Free Size,Green,Winter,3.9,Yes,Express,Yes,SAVE20,21,Net Banking,Monthly
CUST00301,Karthik Mehta,66,Female,T-Shirts,Clothing,39.77,Hyderabad,XS,Beige,Winter,1.3,No,Express,No,No Promo,16,Net Banking,Weekly
CUST00302,Myra Pillai,23,Other,Handbag,Accessories,43.1,Mumbai,Free Size,Gold,Spring,3.1,No,Free Shipping,Yes,FEST15,20,Debit Card,Rarely
CUST00303,Swati Krishnan,62,Male,Sweaters,Clothing,34.0,Lucknow,S,Brown,Spring,4.5,Yes,Standard,Yes,NEWUSER,20,Credit Card,Fortnightly
CUST00304,Ayaan Pillai,66,Male,Compact Powder,Makeup,5.36,Mumbai,Free Size,Green,Autumn,4.1,Yes,Free Shipping,Yes,FLAT50,21,Wallet,Weekly
CUST00305,Ishaan Murthy,19,Male,Jackets,Clothing,24.44,Ahmedabad,M,Brown,Winter,3.9,Yes,Free Shipping,Yes,SAVE20,16,Credit Card,Quarterly
CUST00306,Sneha Murthy,61,Male,Belt,Accessories,34.95,Kolkata,Free Size,Grey,Winter,2.1,No,Store Pickup,Yes,FLAT50,9,Net Banking,Monthly
CUST00307,Karthik Mehta,68,Male,Dresses,Clothing,73.19,Visakhapatnam,L,Yellow,Spring,3.5,No,Store Pickup,Yes,SEASON25,4,Wallet,Annually
CUST00308,Deepak Chopra,68,Male,Kurtis,Clothing,60.98,Coimbatore,L,Grey,Spring,1.4,No,Standard,No,No Promo,8,Debit Card,Weekly
CUST00309,Saanvi Nair,28,Male,T-Shirts,Clothing,57.83,Surat,XXL,Silver,Autumn,1.2,Yes,Standard,Yes,SAVE20,41,Net Banking,Weekly
CUST00310,Vihaan Menon,45,Female,Formal Shoes,Footwear,92.56,Mumbai,9,Beige,Spring,3.9,No,Standard,No,No Promo,33,Credit Card,Weekly
CUST00311,Suresh Gupta,62,Male,Eyeliner,Makeup,26.05,Ahmedabad,Free Size,Navy Blue,Spring,4.1,No,Free Shipping,No,No Promo,27,Credit Card,Fortnightly
CUST00312,Ramesh Krishnan,66,Male,Body Lotion,Cosmetics,40.82,Bhopal,Free Size,Brown,Autumn,3.2,No,Next-Day,No,No Promo,40,Net Banking,Rarely
CUST00313,Arun Murthy,36,Female,Mascara,Makeup,20.0,Bhopal,Free Size,Brown,Winter,2.8,No,Standard,No,No Promo,38,Credit Card,Annually
CUST00314,Pooja Sharma,24,Other,Face Wash,Cosmetics,59.13,Pune,Free Size,Red,Autumn,4.7,No,Store Pickup,No,No Promo,9,Credit Card,Weekly
CUST00315,Krishna Singh,45,Male,Sandals,Footwear,99.18,Ahmedabad,6,Beige,Autumn,1.4,No,Express,No,No Promo,46,UPI,Quarterly
CUST00316,Arun Nair,27,Female,Face Wash,Cosmetics,6.09,Patna,Free Size,Black,Spring,4.7,No,Free Shipping,No,No Promo,7,Debit Card,Rarely
CUST00317,Aarav Pillai,57,Female,Jeans,Clothing,37.86,Mumbai,M,Green,Autumn,3.0,Yes,Standard,No,No Promo,25,Net Banking,Annually
CUST00318,Kiara Joshi,52,Female,Sunscreen,Cosmetics,48.04,Hyderabad,Free Size,Grey,Spring,2.9,No,Store Pickup,Yes,WELCOME10,25,Cash on Delivery,Quarterly
CUST00319,Krishna Chopra,65,Female,Eyeliner,Makeup,24.51,Patna,Free Size,Multicolor,Summer,2.0,Yes,Free Shipping,Yes,FLAT50,5,Credit Card,Rarely
CUST00320,Rahul Gupta,42,Male,Perfume,Cosmetics,23.29,Chennai,Free Size,Yellow,Autumn,3.5,No,Free Shipping,No,No Promo,28,Credit Card,Fortnightly
